id,question,votes,tags
18798792,"Explaining difference between automaticallyAdjustsScrollViewInsets, extendedLayoutIncludesOpaqueBars, edgesForExtendedLayout in iOS7",253,"ios, objective-c, xcode, uiviewcontroller, ios7"
594181,Making a UITableView scroll when text field is selected,253,"ios, iphone, uitableview, keyboard, scroll"
9063100,How to determine whether code is running in DEBUG / RELEASE build?,253,"ios, xcode, debugging, preprocessor, release"
14523348,How to change the background color of a UIButton while it's highlighted?,252,"ios, objective-c, xcode, uibutton"
39568005,Xcode 8 shows error that provisioning profile doesn't include signing certificate,252,"ios, iphone, xcode8, provisioning-profile"
8066525,Prevent segue in prepareForSegue method?,252,"ios, cocoa-touch, uiviewcontroller, storyboard, segue"
52424462,Xcode 10: A valid provisioning profile for this executable was not found,251,"ios, xcode"
5082738,iOS - Calling App Delegate method from ViewController,250,"ios, objective-c, uiviewcontroller, appdelegate"
18423896,Is it possible to install iOS 6 SDK on Xcode 5?,250,"ios, xcode, ios6, xcode5"
29108172,How do I fix the xcrun unable to find simctl error?,248,"ios, xcode, xcrun"
30939453,How to uninstall downloaded Xcode simulator? [duplicate],248,"ios, xcode, ios-simulator"
554997,Cancel a UIView animation?,248,"ios, core-animation, uiviewanimation"
4747404,Delete keychain items when an app is uninstalled,248,"ios, objective-c, keychain"
11251340,Convert between UIImage and Base64 string,247,"ios, swift, uiimage, base64, nsdata"
32748718,React Native: How to select the next TextInput after pressing the “next” keyboard button?,247,"ios, react-native"
21022638,Pod install is staying on “Setting up CocoaPods Master repo”,247,"ios, objective-c, git, cocoapods, pod-install"
24298144,Duplicate symbols for architecture x86_64 under Xcode,246,"ios, objective-c, xcode5"
8624519,Simulator slow-motion animations are now on?,246,"ios, xcode, cocoa-touch, ios-simulator"
17254402,Swipe to Delete and the “More” button (like in Mail app on iOS 7),246,"ios, uitableview, user-interface, cocoa-touch, swipe-gesture"
31668970,Is it possible for UIStackView to scroll?,245,"ios, uiscrollview, uistackview"
2151196,How to create NSIndexPath for TableView,245,"ios, iphone, uitableview, nsindexpath"
25230780,Is it possible to allow didSet to be called during initialization in Swift?,245,"ios, swift, didset"
2315862,Make UINavigationBar transparent,244,"ios, iphone, objective-c, uinavigationbar, transparency"
2582306,Case insensitive comparison NSString,244,"ios, objective-c, cocoa-touch, nsstring"
35739361,ITSAppUsesNonExemptEncryption export compliance while internal testing?,244,"ios, objective-c, app-store-connect"
24110762,Swift: Determine iOS Screen size [duplicate],243,"ios, swift"
28231338,iOS app 'The application could not be verified' only on one device,243,"ios, iphone, xcode, xcode6.1"
310946,How can I send mail from an iPhone application,243,"ios, iphone, email, cocoa-touch"
26326296,Changing text of UIButton programmatically swift,242,"ios, xcode, swift, uibutton"
6984368,"Undefined symbols for architecture i386: _OBJC_CLASS_$_SKPSMTPMessage"", referenced from: error",242,"ios, objective-c, iphone, compiler-errors, email"
5249664,How can I get the height and width of an uiimage?,242,"ios, uiimage, cgsize"
4747238,Can you attach a UIGestureRecognizer to multiple views?,242,"ios, objective-c, uigesturerecognizer"
24006206,SourceKitService Terminated,242,"ios, swift, xcode, sourcekitservice"
1077810,Delete/Reset all entries in Core Data?,241,"ios, cocoa, cocoa-touch, core-data, nsmanagedobject"
863321,How to load a UIView using a nib file created with Interface Builder,241,"iphone, objective-c, ios, cocoa-touch, interface-builder"
584538,How to show “Done” button on iPhone number pad,241,"ios, iphone, user-input"
20637435,Xcode: What is a target and scheme in plain language?,240,"ios, xcode, xcode-scheme, xcode-target"
24019707,Using isKindOfClass with Swift,239,"ios, swift, reflection, introspection"
358207,iPhone: How to get current milliseconds?,238,"ios, iphone, time, timestamp, current-time"
28760541,Programmatically go back to previous ViewController in Swift,238,"ios, swift, segue"
5722730,UILabel Align Text to center,238,"ios, text, alignment, uilabel"
5339276,What are the Dangers of Method Swizzling in Objective-C?,238,"ios, objective-c, swizzling"
6260256,What kind of leaks does automatic reference counting in Objective-C not prevent or minimize?,237,"ios, objective-c, macos, memory-leaks, automatic-ref-counting"
24180954,How to hide keyboard in swift on pressing return key?,236,"ios, swift, uitextfield"
11606007,Change UITextField and UITextView Cursor / Caret Color,236,"ios, colors, uitextfield, cursor, uitextview"
45165635,How to quit or close single simulator from opened multiple simulator in Xcode 9?,236,"ios, xcode9-beta, xcode9"
20609206,setNeedsLayout vs. setNeedsUpdateConstraints and layoutIfNeeded vs updateConstraintsIfNeeded,236,"ios, objective-c, autolayout, nslayoutconstraint"
19029833,iOS 7 Navigation Bar text and arrow color,235,"iphone, ios, objective-c, uinavigationbar, ios7"
8377970,Xcode iOS project only shows “My Mac 64-bit” but not simulator or device,235,"ios, xcode, xcode4"
27928471,"My prerelease app has been “processing” for over a week in iTunes Connect, what gives?",235,"ios, xcode6, app-store-connect, testflight"
25002017,How to change font of UIButton with Swift,234,"ios, uibutton, swift, uifont"
27182023,Getting the difference between two Dates (months/days/hours/minutes/seconds) in Swift,234,"ios, swift, macos, date, nsdate"
18870128,UINavigationBar custom back button without title,233,"ios, user-interface, uinavigationbar"
25081757,What's NSLocalizedString equivalent in Swift?,233,"ios, swift, localization, nslocalizedstring"
54704207,"The iOS Simulator deployment targets is set to 7.0, but the range of supported deployment target version for this platform is 8.0 to 12.1",233,"ios, xcode, cocoapods, ios-simulator, google-fabric"
3074483,Save string to the NSUserDefaults?,233,"ios, cocoa-touch, nsuserdefaults"
15094259,Is it possible to update a localized storyboard's strings?,233,"ios, xcode, string, localization, storyboard"
392464,How do I do base64 encoding on iOS?,233,"ios, objective-c, base64"
2129794,How to log a method's execution time exactly in milliseconds?,232,"ios, objective-c, optimization, time"
37843049,Xcode 8 / Swift 3: “Expression of type UIViewController? is unused” warning,232,"ios, swift"
8883102,Obtain Bundle Identifier programmatically,232,"ios, cocoa-touch"
24503001,Check OS version in Swift?,231,"ios, macos, swift"
2215672,How to change the Push and Pop animations in a navigation based app,231,"ios, animation, uinavigationcontroller"
494562,Setting custom UITableViewCells height,231,"ios, objective-c, uitableview, row-height"
1633966,Can I force a UITableView to hide the separator between empty cells? [duplicate],231,"ios, objective-c, cocoa-touch, uitableview"
4654653,How can I use NSError in my iPhone App?,231,"iphone, ios, objective-c, ios4, nserror"
32772573,'Project Name' was compiled with optimization - stepping may behave oddly; variables may not be available,231,"ios, afnetworking-2, xcode7"
10834817,Xcode Simulator: how to remove older unneeded devices?,230,"ios, xcode, ios-simulator"
1676938,Easy way to see saved NSUserDefaults?,230,"ios, objective-c, macos, nsuserdefaults"
3917250,Converting NSString to NSDate (and back again),230,"ios, objective-c, nsstring, nsdate"
4724980,Making the iPhone vibrate,230,"ios, cocoa-touch, avfoundation, vibration"
28471164,How to set back button text in Swift,229,"ios, objective-c, swift"
26732251,How to remove provisioning profiles from Xcode,229,"ios, xcode, provisioning-profile, ios-provisioning"
500761,Stop UIWebView from “bouncing” vertically?,229,"ios, objective-c, iphone, uiscrollview, uiwebview"
24763743,Simulator error FBSSystemServiceDomain code 4,229,"ios, ios-simulator, xcode6, ios8.1"
4114083,iOS Tests/Specs TDD/BDD and Integration & Acceptance Testing,229,"iphone, ios, rspec, cucumber, ios-ui-automation"
19032940,How can I get the iOS 7 default blue color programmatically?,228,"ios, colors, ios7, uicolor"
25693130,Move textfield when keyboard appears swift,228,"ios, swift, cocoa-touch, keyboard, uitextfield"
24668818,How to dismiss ViewController in Swift?,228,"ios, swift, viewcontroller"
42610070,What is the meaning of 'No bundle URL present' in react-native?,228,"ios, reactjs, react-native"
113547,iPhone development on Windows [duplicate],228,"iphone, windows, ios"
49353199,How can I change the app display name build with Flutter?,227,"android, ios, flutter, dart, build"
37967555,How can I mimic the bottom sheet from the Maps app?,227,"ios, swift, uiview, uiscrollview, mapkit"
1108693,"Is it possible to register a http+domain-based URL Scheme for iPhone apps, like YouTube and Maps?",227,"iphone, ios, url"
1449339,How do I change the title of the “back” button on a Navigation Bar,226,"ios, objective-c, uinavigationbar, uinavigationitem"
18939421,What should Xcode 6 gitignore file include?,226,"ios, iphone, xcode, git"
27713747,Execute action when back bar button of UINavigationController is pressed,225,"ios, xcode, swift, uinavigationcontroller"
2280391,Change font size of UISegmentedControl,225,"ios, iphone, cocoa-touch, font-size, uisegmentedcontrol"
22443425,Application Loader stuck at “Authenticating with the iTunes store” when uploading an iOS app,224,"ios, xcode, itunes, application-loader"
5449412,Styling input buttons for iPad and iPhone,224,"iphone, css, ios, ipad"
3504173,Detect Retina Display,224,"ios, iphone, retina-display, uiscreen"
204465,How to access SOAP services from iPhone,224,"iphone, ios, web-services, soap, wsdl"
3712979,"applicationWillEnterForeground vs. applicationDidBecomeActive, applicationWillResignActive vs. applicationDidEnterBackground",223,"ios, objective-c, iphone, uiapplicationdelegate"
19068762,Will iOS launch my app into the background if it was force-quit by the user?,223,"ios, ios7, push-notification, apple-push-notifications"
7853915,How do I avoid capturing self in blocks when implementing an API?,222,"objective-c, ios, objective-c-blocks, automatic-ref-counting"
1465394,iPhone - Get Position of UIView within entire UIWindow,222,"iphone, cocoa-touch, ios, uiview, uiwindow"
25895311,UICollectionView Self Sizing Cells with Auto Layout,222,"ios, uicollectionview, autolayout, uicollectionviewcell"
5292286,Xcode 4 says “finished running <my app>” on the targeted device — Nothing happens,222,"iphone, ios, xcode, xcode4, ipod-touch"
19099448,Send POST request using NSURLSession,222,"ios, objective-c, nsurlsession"
28733936,Change color of Back button in navigation bar,221,"ios, swift, uinavigationbar, uibarbuttonitem, backbarbuttonitem"
422066,Gradients on UIView and UILabels On iPhone [duplicate],220,"iphone, ios, cocoa-touch, gradient"
3968037,How to deselect a selected UITableView cell?,220,"ios, objective-c, iphone, uitableview, interface-builder"
46829840,Get safe area inset top and bottom heights,220,"ios, iphone-x, safearealayoutguide"
8192480,UITapGestureRecognizer breaks UITableView didSelectRowAtIndexPath,220,"ios, uitableview, uitapgesturerecognizer"
2255861,"@property retain, assign, copy, nonatomic in Objective-C",219,"ios, objective-c, iphone, memory-management"
12416469,How to launch Safari and open URL from iOS app,219,"ios, url, mobile-safari"
18900428,iOS 7: UITableView shows under status bar,219,"ios, ios7, uistatusbar"
17055740,How can I produce an effect similar to the iOS 7 blur view?,219,"ios, graphics, transparency"
8465769,Converting Storyboard from iPhone to iPad,218,"ios, iphone, xcode, ipad, storyboard"
25296691,Get User's Current Location / Coordinates,218,"ios, swift, iphone, location, cllocationmanager"
1638834,How to check if a file exists in Documents folder?,218,"ios, iphone, xcode, webview, nsfilemanager"
18931091,How to check version of a CocoaPods framework,217,"ios, version, cocoapods"
17800288,Autolayout - intrinsic size of UIButton does not include title insets,217,"ios, cocoa-touch, uiview, uibutton, autolayout"
23124663,Does this app use the Advertising Identifier (IDFA)? - AdMob 6.8.0,217,"ios, admob"
9245969,"In a storyboard, how do I make a custom cell for use with multiple controllers?",217,"objective-c, ios, uitableview, storyboard"
7754851,Autoresizing masks programmatically vs Interface Builder / xib / nib,217,"ios, cocoa-touch, uiview, autoresizingmask"
2834573,How to animate the change of image in an UIImageView?,216,"ios, iphone, animation, uiimageview, uiimage"
18929864,How to change Navigation Bar color in iOS 7?,216,"ios, ios7, storyboard, uikit, uinavigationbar"
6216839,How to add spacing between UITableViewCell,216,"ios, objective-c, uitableview"
21629784,How can I make a clickable link in an NSAttributedString?,216,"ios, objective-c, hyperlink, uitextview, nsattributedstring"
19213782,Undefined symbols for architecture arm64,215,"ios, xcode, xcode5, cocoapods"
3372333,iPad keyboard will not dismiss if modal ViewController presentation style is UIModalPresentationFormSheet,215,"ios, iphone, objective-c, uitextfield, first-responder"
3736807,How do I remove the blue styling of telephone numbers on iPhone/iOS?,214,"html, ios, css, mobile-safari"
24670290,How to copy text to clipboard/pasteboard with Swift,214,"ios, swift, cocoa-touch, copy, uipasteboard"
1802707,Detecting which UIButton was pressed in a UITableView,214,"ios, iphone, uitableview, uibutton"
14872088,Get push notification while App in foreground iOS,214,"iphone, ios, objective-c, push-notification"
18773239,How to fix UITableView separator on iOS 7? [duplicate],213,"iphone, ios, ipad, uitableview, ios7"
24074479,How to create a String with format?,213,"ios, swift, ios8, string-formatting"
1964873,NSUserDefaults - How to tell if a key exists,213,"ios, objective-c, iphone, nsuserdefaults"
28170520,iOS how to set app icon and launch images,213,"ios, xcode, icons, archive, launchimage"
8615862,Custom Cell Row Height setting in storyboard is not responding,213,"ios, uitableview, ios5, storyboard, xcode4.2"
158914,Cropping an UIImage,212,"ios, objective-c, cocoa-touch, uiimagepickercontroller, image-manipulation"
19720611,Attempt to set a non-property-list object as an NSUserDefaults,212,"ios, objective-c, encoding, nsuserdefaults"
27459746,Adding space/padding to a UILabel,211,"ios, uilabel, padding"
427180,How to create a GUID/UUID using iOS,211,"ios, uuid, guid"
24067719,How to use UIVisualEffectView to Blur Image?,211,"ios, objective-c, uiview, uikit, uivisualeffectview"
35700281,Date Format in Swift,210,"ios, swift, nsdate, nsdateformatter"
24380535,How to Apply Gradient to background view of iOS Swift App,210,"ios, ios7, swift, cagradientlayer"
25680604,ERROR ITMS-9000: “Redundant Binary Upload. There already exists a binary upload with build version '1.0' for train '1.0'”,210,"ios, xcode5, itunes, app-store-connect"
24236912,How do I hide the status bar in a Swift iOS app?,209,"ios, iphone, ios7, swift"
27880607,How to assign an action for UIImageView object in Swift,209,"ios, swift, uiimageview"
7292119,Custom dealloc and ARC (Objective-C),209,"objective-c, ios, xcode, dealloc, automatic-ref-counting"
6347503,How do I get a background location update every n minutes in my iOS application?,209,"ios, objective-c, core-location, background-process"
24045570,How do I get a plist as a Dictionary in Swift?,208,"ios, swift"
1535403,Determine on iPhone if user has enabled push notifications,208,"ios, iphone, notifications, apple-push-notifications, push"
13279105,Access Container View Controller from Parent iOS,208,"ios, objective-c, swift, uiviewcontroller, uicontainerview"
24508592,How to iterate for loop in reverse order in swift?,207,"ios, swift, swift-playground"
1479468,Copy text to clipboard with iOS,207,"ios, objective-c, copy, clipboard"
8815200,receiver type *** for instance message is a forward declaration,207,"iphone, ios, objective-c, forward-declaration"
30720813,CFNetwork SSLHandshake failed iOS 9,207,"ios, ssl, nsurlconnection, ios9"
25855389,How to symbolicate crash log Xcode?,206,"ios, xcode"
19114623,Request failed: unacceptable content-type: text/html using AFNetworking 2.0,206,"ios, afnetworking, afnetworking-2"
17229350,Cell spacing in UICollectionView,206,"ios, objective-c, uicollectionview"
24159627,Swift - Convert to absolute value,206,"ios, iphone, swift"
1284429,Is there a way to iterate over a dictionary?,205,"ios, objective-c, foreach, iteration, nsdictionary"
25755240,“Too many symbol files” after successfully submitting my apps,205,"ios, xcode, app-store, xcodebuild, app-store-connect"
9674685,Creating a segue programmatically,204,"ios, objective-c, segue"
24224916,Presenting a UIAlertController properly on an iPad using iOS 8,204,"ios, ipad, user-interface, uialertcontroller"
5655674,Opening the Settings app from another app,204,"ios, objective-c, iphone, application-settings, appsettings"
1469474,Setting an image for a UIButton in code,204,"ios, objective-c, iphone, ipad, uibutton"
23539147,Xcode - ld: library not found for -lPods,202,"ios, objective-c, xcode, clang, cocoapods"
36669325,Launch Screen storyboard not displaying image,202,"ios, iphone, xcode"
12926566,Are NSLayoutConstraints animatable? [duplicate],202,"ios, animation, autolayout"
30450434,Figure out size of UILabel based on String in Swift,201,"ios, iphone, string, swift3, uilabel"
18736954,"'Missing recommended icon file - The bundle does not contain an app icon for iPhone / iPod Touch of exactly '120x120' pixels, in .png format'",201,"iphone, ios, ios7, itunes"
37464,iPhone App Minus App Store?,201,"ios, iphone"
178915,How to save picture to iPhone photo library?,200,"ios, iphone, cocoa-touch, camera, uiimage"
19078995,Removing the title text of an iOS UIBarButtonItem,199,"ios, uinavigationbar, uibarbuttonitem, uinavigationitem"
11909629,Waiting until two async blocks are executed before starting another block,199,"ios, objective-c, objective-c-blocks, grand-central-dispatch"
347721,How do I apply a perspective transform to a UIView?,199,"ios, cocoa-touch, uiview, core-animation, calayer"
2474289,How can I change UIButton title color?,198,"ios, objective-c, iphone, uibutton"
31735228,How to make a simple collection view with Swift,198,"ios, swift, uicollectionview"
24889100,"iOS 8 removed “minimal-ui” viewport property, are there other “soft fullscreen” solutions?",198,"javascript, ios, css, responsive-design, mobile-safari"
4865458,Dynamically changing font size of UILabel,197,"ios, objective-c, fonts, uilabel"
24777496,How can I convert string date to NSDate?,197,"ios, string, swift, nsdate"
33002829,iOS Keeping old launch screen and app icon after update,197,ios
6178556,Phone: numeric keyboard for text input,197,"android, ios, keyboard, numbers, html-input"
9404471,When to use Storyboard and when to use XIBs,197,"ios, xcode, uistoryboard, xcode-storyboard"
12867878,missing private key in the distribution certificate on keychain,197,"ios, iphone, xcode, keychain, codesign"
4973244,How does TestFlight do it?,197,"ios, iphone, ios-provisioning, beta-testing"
38740648,How to set Status Bar Style in Swift 3,196,"ios, swift, uiviewcontroller, uistatusbar, ios-statusbar"
12002905,iOS - Build fails with CocoaPods cannot find header files,196,"objective-c, ios, cocoa, build, cocoapods"
28551,Tips for a successful AppStore submission? [closed],196,"iphone, ios, app-store"
55132628,Provisioning profile doesn't include the application-identifier and keychain-access-groups entitlements,196,"ios, xcode, code-signing, provisioning-profile, entitlements"
4680649,Zooming MKMapView to fit annotation pins?,195,"ios, objective-c, iphone, cocoa-touch, mkmapview"
32036146,How to play a sound using Swift?,195,"ios, swift, avfoundation"
4753100,Max size of an iOS application,195,"ios, app-store"
8088473,How do I URL encode a string,194,"ios, objective-c, iphone, ipad, nsstring"
3924446,Long press on UITableView,194,"ios, iphone, uitableview, gesture-recognition, long-press"
25754942,How to enable native resolution for apps on iPhone 6 and 6 Plus?,194,"ios, ios8, ios-simulator, xcode6, iphone-6"
24089999,How do you create a Swift Date object?,194,"ios, iphone, swift, nsdate"
30867325,Binary operator '|' cannot be applied to two UIViewAutoresizing operands,194,"ios, swift, cocoa-touch, swift2"
30761996,Swift 2.0 - Binary Operator “|” cannot be applied to two UIUserNotificationType operands,194,"ios, swift, swift2"
27604192,IOS - How to segue programmatically using swift,194,"ios, iphone, facebook, swift, segue"
24438010,Xcode 6 beta 2 issue exporting .ipa: “Your account already has a valid iOS distribution certificate”,194,"ios, iphone, xcode6"
12301256,Is it possible to set UIView border properties from interface builder?,193,"ios, uiview, interface-builder, border"
5835806,Is there any way to check if iOS app is in background?,193,"ios, objective-c, uiapplicationdelegate, application-lifecycle, ios-background-mode"
808503,UIButton: Making the hit area larger than the default hit area,193,"ios, cocoa-touch, uibutton, uikit"
25925481,How to get a unique device ID in Swift?,193,"ios, swift, uuid, uniqueidentifier"
15662377,Unable to export Apple production push SSL certificate in .p12 format,192,ios
22316836,UIlabel layer.cornerRadius not working in iOS 7.1,192,"ios, uiview, ios7, uilabel, cornerradius"
4028734,how to programmatically fake a touch event to a UIButton?,192,"ios, iphone, uibutton, touch-event"
1219779,How to add a right button to a UINavigationController?,192,"iphone, ios, uinavigationcontroller, uinavigationbar"
27040924,NSRange from Swift Range?,192,"ios, macos, swift, nsrange"
3741323,How do I export UIImage array as a movie?,192,"ios, iphone, uiimage, export, avfoundation"
26442414,libc++abi.dylib: terminating with uncaught exception of type NSException (lldb),191,"ios, swift"
21850436,"Add a UIView above all, even the navigation bar",191,"ios, uiviewcontroller, uinavigationbar, popupwindow"
2595118,Resizing UITableView to fit content,191,"ios, objective-c, uitableview, sizetofit"
11920321,Label Alignment in iOS 6 - UITextAlignment deprecated,191,"ios, alignment, label"
7841167,Table Header Views in StoryBoards,191,"ios, uitableview, xcode4, storyboard"
1074006,Is it possible to disable floating headers in UITableView with UITableViewStylePlain?,190,"ios, objective-c, iphone, cocoa-touch, uikit"
2543670,Finding the direction of scrolling in a UIScrollView?,190,"iphone, ios, cocoa-touch, uiscrollview"
31182637,Delay/Wait in a test case of Xcode UI testing,190,"ios, ios9, xcode-ui-testing, xcode7-beta2, xctwaiter"
5047818,How to round the corners of a button,190,"ios, cocoa-touch, uibutton, rounded-corners"
28675209,How to call gesture tap on UIView programmatically in swift,190,"ios, swift, iphone, ios8, uigesturerecognizer"
12789013,iOS: Multi-line UILabel in Auto Layout,190,"ios, iphone, cocoa-touch, autolayout, uilabel"
1340434,Get to UIViewController from UIView?,190,"ios, objective-c, cocoa-touch, uiview, uiviewcontroller"
27880650,Swift extract regex matches,190,"ios, regex, string, swift"
24033393,Swift: declare an empty dictionary,190,"ios, swift, dictionary"
838724,How can I scan barcodes on iOS?,190,"ios, swift, iphone, cocoa-touch, barcode"
3344341,UIButton inside a view that has a UITapGestureRecognizer,189,"ios, objective-c, iphone, cocoa-touch, uitapgesturerecognizer"
281515,How to customize the background color of a UITableViewCell?,189,"ios, iphone, uitableview, cocoa-touch, background-color"
18878258,UITableViewCell show white background and cannot be modified on iOS7,189,"ios, objective-c, cocoa-touch, ios7"
25248598,Importing CommonCrypto in a Swift framework,189,"ios, swift, commoncrypto"
15499376,UIImageView aspect fit and center,189,"ios, objective-c, uiimageview, uiimage"
26835148,Change tab bar item selected color in a storyboard,188,"ios, xcode, xcode6, uitabbar, uitabbaritem"
13970950,UICollectionView spacing margins,188,"ios, uicollectionview, uikit"
9896406,How can I load storyboard programmatically from class?,188,"ios, objective-c, xcode, storyboard, xib"
25967606,FBSOpenApplicationErrorDomain code =4 error,188,"ios, xcode, xcode6, ios-simulator, iphone-6"
603907,"UIImage: Resize, then Crop",188,"iphone, ios, image-processing, core-graphics"
13281084,What's a redirect URI? how does it apply to iOS app for OAuth2.0?,188,"ios, authentication, uri, oauth-2.0"
19088231,Base64 Decoding in iOS 7+,187,"ios, objective-c, swift, ios7, ios8"
28152526,How do I open phone settings when a button is clicked?,186,"ios, swift, settings"
17856055,Creating a UICollectionView programmatically,186,"ios, objective-c, cocoa-touch, uicollectionview"
968792,What is the right way to check for a null string in Objective-C?,186,"ios, objective-c, cocoa-touch"
18934805,Draw a perfect circle from user's touch,186,"ios, cocoa-touch, core-graphics, shape-recognition"
12741224,iOS: Modal ViewController with transparent background,185,"ios, objective-c, modalviewcontroller, presentmodalviewcontroller"
2942636,How can I change the color of pagination dots of UIPageControl?,185,"iphone, ios, uipagecontrol"
274319,How do you dismiss the keyboard when editing a UITextField,185,"ios, iphone, cocoa-touch, uitextfield, uikeyboard"
3046813,How can I click a button behind a transparent UIView?,185,"ios, objective-c, iphone, cocoa-touch, ipad"
5265292,Xcode 4: create IPA file instead of .xcarchive,185,"ios, xcode, xcode4"
15331056,Library? Static? Dynamic? Or Framework? Project inside another project,185,"ios, xcode, frameworks, static-libraries"
24944925,Background image jumps when address bar hides iOS/Android/Mobile Chrome,185,"android, html, ios, css, twitter-bootstrap-3"
36533720,Failed to find or create execution context for description <IBCocoaTouchPlatformToolDescription: 0x7fa8bad9a6f0>,184,"c#, ios, visual-studio, xamarin"
26008536,"NavigationBar bar, tint, and title text color in iOS 8",184,"ios, swift, ios8, uinavigationbar"
25784313,Build not visible in itunes connect,184,"ios, xcode, app-store-connect"
19890761,Warning :-Presenting view controllers on detached view controllers is discouraged,184,"ios, iphone, ios7, warnings"
27797351,Class has no initializers Swift,184,"ios, uitableview, swift"
3639859,Handling applicationDidBecomeActive - “How can a view controller respond to the app becoming Active?”,184,"ios, iphone, ios4, multitasking, uiapplicationdelegate"
25875618,UISplitViewController in portrait on iPhone shows detail VC instead of master,184,"ios, interface-builder, ios8, uisplitviewcontroller, master-detail"
246249,Programmatically add custom event in the iPhone Calendar,184,"ios, iphone, calendar, eventkit"
24150359,Is [UIScreen mainScreen].bounds.size becoming orientation-dependent in iOS8?,184,"ios, ios8, orientation, uiinterfaceorientation, uiscreen"
8881453,The model used to open the store is incompatible with the one used to create the store,183,"ios, iphone, core-data"
3907397,UIGestureRecognizer on UIImageView,183,"ios, objective-c, uiimageview, uigesturerecognizer"
320078,Adding the “Clear” Button to an iPhone UITextField,183,"ios, cocoa-touch, uitextfield, uikit"
506622,CGContextDrawImage draws image upside down when passed UIImage.CGImage,183,"ios, cocoa-touch, core-graphics, cgcontextdrawimage"
1315251,How to Rotate a UIImage 90 degrees?,182,"ios, objective-c, uiimage, uikit, core-graphics"
8295471,Storyboard doesn't contain a view controller with identifier,182,"ios, objective-c, xcode, storyboard"
7888896,Current location permission dialog disappears too quickly,181,"objective-c, ios, core-location"
39732312,"Xcode 8 - IB Designables - Failed to render and update auto layout status, The agent crashed",181,"ios, xcode8, xcode-storyboard"
6480607,Is there any way to see the file system on the iOS simulator?,181,"iphone, ios, nsfilemanager"
5284878,How do I correctly detect orientation change using Phonegap on iOS?,181,"javascript, iphone, ios, cordova, jqtouch"
1214965,Setting action for back button in navigation controller,180,"ios, iphone, cocoa-touch, uinavigationcontroller, uibarbuttonitem"
25777958,Validation Error: Invalid Bundle. The bundle at … contains disallowed file 'Frameworks',180,"ios, xcode, app-store-connect"
30728062,Add views in UIStackView programmatically,180,"ios, objective-c, ios9, uistackview"
10291537,Pull to refresh UITableView without UITableViewController,180,"ios, objective-c, iphone, uitableview, pull-to-refresh"
16393673,Detect if the app was launched/opened from a push notification,180,"ios, push-notification, ios6, apple-push-notifications, uiapplicationdelegate"
409259,Having a UITextField in a UITableViewCell,180,"ios, objective-c, uitableview, cocoa-touch, uitextfield"
26319660,What's the best practice for naming Swift files that add extensions to existing objects?,180,"ios, objective-c, swift, xcode"
9392744,What is the difference between Modal and Push segue in Storyboards?,180,"ios, objective-c, swift, storyboard"
9450302,Get UIScrollView to scroll to the top,179,"ios, objective-c, iphone, uiscrollview, uikit"
24111854,"In absence of preprocessor macros, is there a way to define practical scheme specific flags at project level in Xcode project",179,"ios, swift"
6703699,UIButton title text color,179,"ios, objective-c, iphone, uibutton, textcolor"
4414181,Moving Files into a Real Folder in Xcode,179,"xcode, macos, ios, directory"
25932570,How to play video with AVPlayerViewController (AVKit) in Swift,178,"ios, swift, avfoundation, avplayerviewcontroller, avkit"
7301018,Programmatically change UITextField Keyboard type,178,"iphone, ios, uitextfield, uikeyboard"
1562676,Best practice? - Array/Dictionary as a Core Data Entity Attribute [closed],178,"objective-c, ios, core-data, nsarray, nsdictionary"
10715211,Cannot generate iOS App archive in xcode,177,"iphone, ios, xcode, macos"
15864364,ViewDidAppear is not called when opening app from background,177,"ios, objective-c, iphone, xcode, swift"
8162411,How to create border in UIButton?,177,"ios, objective-c"
6745919,UITableViewCell subview disappears when cell is selected,177,"iphone, ios, uitableview"
20223021,How can I use Autolayout to set constraints on my UIScrollview?,177,"ios, uiscrollview, storyboard, autolayout"
34556991,Pod install displaying error in cocoapods version 1.0.0.beta.1,176,"ios, cocoapods"
30203154,Get size of a View in React Native,176,"ios, react-native"
25405133,How to manually deprecate members,176,"ios, objective-c, swift, c-preprocessor, deprecated"
918698,Why are Objective-C delegates usually given the property assign instead of retain?,176,"objective-c, ios, cocoa, delegates"
9248798,Perform Segue programmatically and pass parameters to the destination view,176,"ios, view, parameters, storyboard, segue"
10576593,How to adjust an UIButton's imageSize?,175,"ios, objective-c, xcode, uibutton"
64974291,Xcode 12.3 beta: Failed to prepare device for development,175,"ios, iphone, xcode, beta, xcode12"
18906919,Remove empty space before cells in UITableView,175,"ios, objective-c, uitableview, ios7"
34386528,Multiline label in UIStackView,175,"ios, uikit, uilabel, xcode7, uistackview"
7088441,The identity used to sign the executable is no longer valid,175,"ios, xcode, ipad, xcode4"
12662700,Rearranging Tab Bar Controller Order in StoryBoard,174,"ios, xcode"
32899586,Error message '_BSMachError: (os/kern) invalid capability (20)',174,"ios, objective-c, xcode7"
25367502,Create space at the beginning of a UITextField,173,"ios, swift, cocoa-touch, uitextfield"
45421179,Xcode 9 error: “iPhone has denied the launch request”,173,"ios, xcode, launching-application"
18384488,iOS 7 UIBarButton back button arrow color,173,"ios, ios7"
9115854,UIView Hide/Show with animation,173,"ios, objective-c, uiviewanimation"
5150186,How do I inspect the view hierarchy in iOS?,173,"ios, cocoa-touch, uikit"
